uuid,Keywords,label
433,piscataqua; pageant; appears; offer; 1923; region; analysis; disturbing; understandings; exploring; native; site; extraordinary; distinct; memorialized; regional; narrative; engagements; seventeenth; situated; communities; memorialize; proportions; colonialism; memory; terrain; rural; settler; twentieth; spectacle; traces; archaeological; colonial; settlement; spectacles; commemorative; century; remnants; tercentenary; findings,1
434,ardl; degradation; estimation; vecm; conclusions; reinforce; 2017; study; co2; positively; data; energy; trade; emissions; technological; bidirectional; objective; link; relation; unidirectional; effects; 1985; divulging; explored; achieve; analyzing; implications; association; environment; explore; fdi; cointegration; growth; economic; innovation; economy; environmental; openness; indian; india,0
435,implementing; levels; carbon; data; regional; achieving; classifies; interaction; roles; estimator; formulating; combines; technical; regions; generalized; policies; provincial; strategic; increasing; structural; impact; geographical; environmental; coordinate; equations; influencing; development; investment; calculated; mechanisms; heterogeneity; calculating; moderating; econometric; china; analysis; chinese; industrial; productivity; industrialization,0
436,selling; 3600; balance; combined; approach; nature; 34; transition; techno; developed; supplied; economic; create; co2; based; production; decrease; perform; current; solar; storage; provide; purification; rainwater; locally; supply; houses; water; renewable; h3; combining; utilities; heat; neighbourhood; introducing; power; electric; hydrogen; energy; electricity,0
437,preferences; appeared; uncovered; data; serve; patients; foundation; emerging; visits; step; positive; medical; checks; qualitative; language; revealing; equip; analyzed; aids; study; trends; analysis; families; diagnosed; studies; population; topic; paucity; parents; child; interviewed; interviews; talking; weight; discussed; discussing; pediatric; lifestyle; childhood; obesity,1
438,facilities; animal; sp; freshwater; contributor; sourced; pet; granulomas; ornamental; animals; pcr; facility; identified; regional; medicine; widespread; livelihoods; retail; december; september; prevalence; producers; aquatic; parasitism; specimen; piscine; infection; veterinary; trade; specimens; international; industry; suppliers; biosecurity; trinidad; indies; tobago; fish; mycobacterium; mycobacteriosis,1
439,costs; manganese; elsevier; gas; purchase; production; everbatt; risks; consumption; supply; compares; materials; viable; libs; cells; analysis; greenhouse; nickel; emissions; feasibility; ion; economically; hydrometallurgical; reductions; quantifies; impact; vehicle; economic; oxide; efficiency; energy; evaluation; impacts; lithium; remanufacturing; environmental; electric; vehicles; batteries; battery,0
440,water; negative; hand; coming; physical; secondary; concentrations; italy; addition; return; aims; air; waste; economic; global; contingency; expected; activity; measures; slowly; positive; months; recycling; noise; increase; aspects; usa; improvement; decreasing; association; endangering; sustainable; reduction; covid; contamination; 19; environmental; environment; indirect; effects,0
441,explained; morphological; nm; 632; female; outbred; mw; hemodynamic; branches; method; neon; broad; biomicroscopy; studied; demonstrated; lower; power; differences; low; output; red; vessels; sensitive; rats; duration; functional; rat; veins; venous; intensity; uterus; ligament; reaction; reactivity; arterial; helium; laser; arteries; irradiation,1
442,reference; analyzed; greener; north; study; implications; analyses; autocorrelation; heterogeneity; reduction; asia; levels; key; analysis; source; economic; initiatives; central; correlation; belt; regions; africa; 51; governments; global; economies; road; sector; policies; countries; 2020; emission; co2; emissions; environmental; 2000; carbon; 2014; transport; transportation,0
443,21; circumference; 9968; ds; 2013; 48; 24; curves; tables; length; health; prospective; height; weight; 2710; providers; observational; m2; study; optimize; girls; comparison; population; descriptive; monitoring; sectional; cm; 18; birth; calculation; identification; factors; boys; percentiles; mexican; children; measurements; growth; charts; syndrome,1
444,semi; constant; equations; application; 74; investment; helpful; assessment; bound; parameters; exist; bases; cost; represent; decades; future; power; values; proposed; literature; model; buoy; energy; frontier; life; industry; cycle; evolution; economically; develops; prototypes; economy; floaters; sustainable; floating; wind; turbines; farms; onshore; offshore,0
445,stress; industrial; inheritance; education; makeup; expense; environment; affect; managerial; economic; economy; factors; partnership; ordinary; pressures; doctor; diet; evidence; conditions; industry; accidents; genetic; profit; environmental; degradation; exposure; dust; mined; geochemistry; benefits; diseases; health; voyage; toxins; dangerous; contamination; miners; discovery; bad; mining,0
446,condenser; wasted; advantages; coupled; membrane; extra; distinctive; emissions; destruction; ideal; design; comparative; heating; utilized; configurations; investigates; operation; fuel; geothermal; criteria; energy; electricity; economic; optimum; addition; analysis; integrating; thermoelectric; module; combined; analyses; integrated; cycle; increases; optimization; kalina; efficiencies; efficiency; improved; improves,0
447,19; disease; coronavirus; machine; radial; acute; perturbing; pocket; main; cov; favipiravir; inhibitors; ingredient; catalytic; existing; predictive; replication; severe; analysis; repurposing; structures; syndrome; enzyme; active; virus; covid; protease; reveals; antiviral; potential; lopinavir; site; sars; study; drug; drugs; paritaprevir; 3c; glimpse; 3clpro,1
448,local; progressive; rio; national; mapping; individuals; conducted; building; considered; structured; shared; entities; residents; workshop; involved; hosting; approach; network; conservation; sustainable; key; discussion; engenho; brazil; engage; environmentally; governance; participatory; interviews; advocacy; discusses; discussing; environmental; strategy; protected; management; protection; identifies; identifying; stakeholders,1
449,reproduction; treatment; reference; inhibited; attested; needle; action; protective; type; produces; invasion; elimination; comparison; increasing; inhibition; mechanisms; inactivates; cpe; proliferation; oil; microscopy; phase; test; inhibitory; impedes; drugs; ribavirin; monoterpenes; fluorescence; cytopathic; adenoviral; medication; viruses; effects; monoterpene; virus; pinene; antiviral; pine; adenovirus,1
450,chef; implicated; findings; land; protection; punjab; crop; livestock; emphasized; nature; positive; based; districts; users; harvest; empirical; benefits; economic; environmental; preference; utilize; 2020; critical; generation; infrastructural; contributions; household; role; biogas; dominant; empowerment; ownership; technology; factor; utilization; households; factors; province; pakistan; influence,0
451,tube; function; propensity; surface; persist; multiscale; forces; nanoscale; investigate; peptide; optical; fusion; coalescence; govern; emulsion; control; droplets; biological; coalesce; protecting; physicochemical; impact; stable; condensate; constitute; underlies; measurements; mechanisms; sustain; proteinaceous; microscopy; correlates; emulsions; molecular; condensates; stabilization; biomolecular; stability; microemulsions; electrostatics,1
452,focused; fruitful; contribute; approaches; highlight; literature; applications; focusing; illustrative; extent; testing; empirical; tests; proxies; avenues; statistical; commitment; exercise; highlighting; comparison; analysis; insights; innovation; stringency; competitiveness; indicator; economic; productivity; validity; implications; policy; evaluation; outcomes; measuring; energy; indicators; impact; efficiency; impacts; environmental,0
453,animal; renin; normotensive; observed; effective; nif; markers; histological; combination; proved; classes; drug; captopril; weeks; cardiac; representatives; controls; angiotensin; systolic; drugs; examined; aldosterone; propranolol; treatment; fibrosis; rats; pilot; biochemical; monotherapy; nifedipine; adrenergic; study; therapy; effects; hypertrophy; hypertensive; monotherapies; cardioprotective; therapies; antihypertensive,1
454,complement; cities; preventive; control; environmental; growth; disease; optical; 2019; 20; 23; implementation; reduction; study; carbon; wuhan; refineries; covid; restrictions; aerosol; pollution; levels; measures; compared; assess; consumption; coal; effectiveness; analysis; so2; analyzed; dioxide; no2; 19; china; observational; emissions; assessment; impact; variations,0
455,widespread; detected; multiple; laboratory; diaphragm; lungs; crossbred; powdery; ppm; sac; mediastinum; facility; increase; concentrations; death; morbidity; fourteen; ingestion; evaluation; pericardial; piles; bladder; veterinary; skeletal; tissues; diagnostic; anticoagulant; calves; perirenal; vitamin; urinary; cavities; epistaxis; exposure; acute; mortality; calf; rodenticide; hemorrhage; chlorophacinone,1
456,cochrane; care; screening; unaids; study; considered; sexual; covid; including; assessing; library; narrative; 19; sexually; pubmed; hiv; populations; review; health; categories; abortion; investigate; responding; articles; healthcare; consideration; prevention; ethical; addressing; scientific; aids; women; responses; contraception; reproductive; maternity; literature; priority; essential; pandemic,1
457,low; interval; provincial; hindered; perspectives; abatement; policy; co2; 2000; fixed; contribute; transformation; analysis; factors; positively; achieve; adopts; reduce; technological; regression; carbon; green; increase; innovation; technologies; economy; renewable; achieving; implications; reducing; emissions; economic; influence; income; energy; impact; inequality; dioxide; pollution; environmental,0
458,examined; comprising; impact; net; scenarios; solar; techno; configuration; wind; based; evaluated; emission; solution; approach; plan; system; hybrid; methodology; energies; optimal; community; assessment; systematic; examine; integrative; systems; power; city; economic; planning; efficient; energy; hybridization; study; analysis; egypt; decision; urban; optimization; microgrid,0
459,assessing; applicability; regularity; province; method; verify; integrated; process; iterative; solution; comparison; comprehensive; mitigation; comprehensively; methods; scale; analyzed; rural; validation; likelihood; strategies; assessment; methodology; hierarchy; integration; algorithm; improved; superiority; risk; disasters; distribution; analysis; classification; clusters; clustering; flooding; reliability; floods; flash; flood,0
460,cross; employ; augmented; main; offer; 210; differs; roughly; capita; maximum; minimum; negative; evidence; compute; middle; policy; relationship; multiplicative; estimator; focus; findings; westerlund; levels; marginal; countries; role; income; interaction; recommendations; cointegration; carbon; dependence; effects; moderates; emissions; moderating; dioxide; consumption; energy; environmental,0
461,conformations; stability; structure; m186r; conformation; indicator; extraction; mutants; clinical; recombinant; rdia; thermo; proved; sp; substrate; myocardium; predicted; ph; hydroxybutyric; q36d; f211y; dynamics; optimal; simulation; coli; diagnosis; expression; molecular; prediction; a2y; y4; 1mc1; ketoacidosis; homology; enzyme; characterization; evolution; heterologous; diaphorase; geobacillus,1
462,facility; tourism; region; feasible; agriculture; study; activities; accounting; population; polypropylene; local; regions; evaluating; tibetan; observed; water; contributors; fraction; human; polyethylene; indicators; 20; economic; analysis; freshwater; compositions; 2020; analyzing; terrestrial; response; tourists; samples; natural; mp; implications; plateau; effects; environment; microplastics; environmental,0
463,population; investigated; italian; eating; referring; preventing; investigate; economic; examined; prevent; analysis; insights; study; data; ethical; actions; focuses; debate; populations; sample; determine; relevant; uk; evidence; affect; environmental; countries; food; determinant; questionnaires; behavioural; household; behaviour; comparison; findings; waste; consequences; factors; consumption; consumers,0
464,incorporating; institutional; developing; findings; policy; development; estimators; cips; heterogeneity; energy; increase; curve; co2; variables; carbon; objective; econ; countries; feedbacks; dependence; finance; governance; consumption; boosts; sustainable; cointegration; growth; governments; implications; expenditures; economic; environment; emissions; causality; kuznets; economies; environmental; dioxide; globalization; impacts,0
465,abandoning; imagine; ground; flawed; stating; true; false; striking; flaws; desire; camping; acknowledged; judgements; distinctively; incompatible; sources; operates; critically; reason; power; remedy; instrumental; claims; regularities; relations; empirically; strategies; beliefs; epistemic; normative; politics; attitudes; reality; coherence; realists; political; morality; empirical; realism; normativity,1
466,performed; commercial; llc; future; potential; scale; calculated; 2020; pv; analysis; pec; systems; competitive; proven; elsevier; competitor; materials; h2; solar; technology; lcoh; production; publications; evaluation; prospective; conceptually; economic; cells; technical; techno; renewable; technologies; energy; comparison; efficiency; electrolyzer; electrolysis; photovoltaic; hydrogen; photoelectrochemical,0
467,exception; actual; remotely; essential; highlight; enforcing; installing; effective; predictions; transformed; addition; approach; densely; contact; created; predicts; restrictions; organizations; facilities; norms; violations; risk; deviate; impact; infrastructure; facilitates; developing; role; transmission; devices; 19; digital; outbreak; efficacy; twins; covid; coronavirus; infections; infection; twin,1
468,alternative; amount; technologies; load; china; landfilling; filled; urbanization; reduced; procedures; economic; environmental; vibration; filling; particles; subgrade; properties; reserved; benefits; impactions; assessments; cycles; beijing; schemes; deformation; consumed; ecotoxicity; quantities; eutrophication; subgrades; grading; wastes; construction; materials; generated; aggregates; utilization; demolition; recycled; recycling,0
469,native; specific; epithet; roots; based; distinctly; ostiolar; bayesian; boundary; barcoding; krishna; morphometric; divergence; systematic; taxonomic; variety; molecular; chromosome; sacred; derived; bracts; findings; stipules; species; vernacular; delimitation; subspecies; peculiarity; floras; krishnae; morphology; morphological; benghalensis; phylogenetic; reinstatement; differs; differences; moraceae; ficusbenghalensis; ficuskrishnae,1
470,level; tissues; liver; word; process; provide; sequencing; speculated; region; traits; addition; software; conditions; association; type; molecular; result; distribution; positive; bovine; pcr; cnv; correlated; spss; expression; cattles; throughput; china; copy; breeds; breeding; chinese; cattle; correlation; genomic; variation; growth; xia; gal3st1; gene,1
471,chain; growth; upstream; 2020; aims; decisions; resources; effects; integrated; waste; agriculture; fixed; helps; energy; industries; chains; improving; downstream; critical; demand; economic; household; input; consumers; output; manage; demands; responsible; connections; efficiency; processes; linkages; impacts; analysis; supply; consumption; conserving; china; managing; adjusting,0
472,sample; mechanism; allele; suffered; f2; f1; differences; loss; special; wes; pathways; sanger; diseases; analyses; focus; bioinformatics; eya1; identify; diagnosis; factors; frequency; considered; identified; perception; tests; ear; detected; molecular; sequencing; sound; gene; hearing; microtia; genes; congenital; biomarkers; sensory; genetic; genotype; sensorineural,1
473,stat; analysis; nov; separate; endemic; peninsula; observations; entity; considered; studied; plants; phytochemical; rank; entities; balearic; identified; subspecific; detailed; notes; islands; subspecies; biogeographical; mallorca; lectotypified; complex; descriptions; identity; morphological; morphometric; micromorphological; aureopunctatuscomb; aureopunctatus; specimens; lamiaceae; richardiisubsp; richardii; taxonomic; humifususvar; thymusrichardiisubsp; thymushumifususvar,1
474,analytic; appraise; energy; socio; considers; occupies; innovative; promoting; supports; october; qualify; data; study; portugal; bio; performance; austria; countries; analysis; ranking; comparison; trajectories; monitor; impact; resources; biological; sustainable; rankings; sustainability; impacts; sectors; criteria; gauge; european; europe; measure; eurostat; economic; indicator; bioeconomy,0
475,employed; analysis; forecasting; alternative; vikor; analytic; sensitivity; solar; suggested; plans; study; economics; pollution; solution; attention; criteria; approach; technical; challenging; comparison; fuels; systems; energy; resolution; measures; assessed; efficiency; conflicts; economies; photovoltaic; kriterijumska; experts; optimizacija; approaches; involves; kompromisno; comprehensively; assessment; cooperative; opinions,0
476,developed; level; driven; stably; low; rational; cooperation; investment; conducts; manufacturing; developing; study; influence; rate; emissions; compares; majority; decreasing; 2015; strategies; analyzing; increasing; 1990; technologies; degrees; development; road; consumption; global; sustainable; analysis; carbon; reduction; regional; belt; countries; growth; inequality; regions; economic,0
477,environmental; categories; weigh; uncertainty; criteria; based; responsible; elsevier; consumption; proposed; evaluation; vikor; method; factors; opinions; technique; prioritize; decent; chain; implementation; industry; production; growth; selecting; expert; sensitivity; chains; 2020; combine; approach; loop; supply; selection; applicability; efficiency; hybrid; supplier; suppliers; circular; sustainable,0
478,cumulative; adaptation; governance; external; construct; sample; environmental; scores; covid; complemented; supportive; determinants; shocks; findings; accounting; causal; financial; efficient; intermediaries; 2019q1; performance; facilitates; assists; challenges; induces; firm; economic; investigate; constraints; 19; experimental; sdg; sustainable; esg; assesses; effects; pandemic; sdgs; impact; firms,1
479,reduce; greenhouse; resources; generated; covering; potential; earth; growth; population; 2016; aggregate; compared; equal; implications; loss; mitigation; hypothesis; addition; emissions; identity; data; composite; warming; indices; nerability; global; changing; change; statistical; ecosystems; attributable; anthropogenic; statistically; compiled; exposure; adaptation; adaptive; vulnerable; climate; vulnerability,0
480,level; rate; elsevier; sequential; guide; located; central; grade; subsystems; comparing; validity; addition; quality; 2020; beijing; developed; objective; recommendations; combination; coordinated; increase; entropy; society; development; improvement; analysis; coordination; evaluated; evaluation; assessment; environment; growth; economic; urban; cities; economy; environmental; city; urbanization; sustainability,0
481,providing; 25; covid; contributors; occupants; demonstrate; building; air; control; validation; decade; iofclime; solution; behavior; usage; solutions; supervised; estimation; inputs; shift; key; saving; occupation; improve; condition; thermostat; indoor; occupancy; efficiency; enforcement; improving; residential; implication; 19; energy; environmental; energyplus; climate; consumption; impact,1
482,tadpoles; continued; confirmed; mass; ongoing; community; pathological; persistent; lithobates; signs; frog; rv; contributed; fv3; notophthalmus; weeks; florida; species; striped; surveillance; observation; detection; examination; findings; perstriatus; disease; necrosis; severe; sustained; diagnosed; susceptibility; imperiled; epizootics; hemorrhagic; mortality; morbidity; outbreak; amphibians; virus; ranavirus,1
483,natural; downstream; industry; lake; impacted; development; region; identified; witnessed; river; sichuan; determining; measures; sustainable; security; population; indexes; provinces; shanghai; investigated; urbanization; belt; province; china; findings; measuring; indicators; counties; jiangsu; yangtze; rainfall; economic; study; analysis; assessment; economy; ecological; evaluation; forest; forestry,0
484,englund; oa; 60; dichotomized; longitudinal; acceptable; extension; angles; assessment; outcomes; variables; experiencing; unilateral; covariances; statistically; flexion; findings; moments; affect; ligament; cruciate; reconstruction; extremity; indicators; postoperative; women; pain; differences; limb; clinically; walking; months; injury; surgery; biomechanical; symptom; osteoarthritis; knee; symptoms; biomechanics,1
485,warming; development; 2020; evaluate; developing; policies; restraining; study; globally; greenhouse; decomposition; reduce; promote; indirect; operational; gases; building; global; china; formulate; provincial; industry; implicated; emission; construction; contribution; output; proportion; carbon; energy; province; industries; caused; calculation; factor; emissions; driving; efficiency; factors; jiangsu,0
486,collected; heating; economic; public; health; lahore; diaper; composition; measured; risk; characteristics; safety; analysis; city; assess; samples; paper; characterization; treatment; source; plastic; assessed; status; population; emission; potential; energy; urbanization; leachability; disposal; pakistan; renewable; municipal; infrastructure; utilization; study; biodegradable; contamination; environmental; waste,0
487,broad; fan; abaxially; shaped; result; morphological; connected; castaneous; allied; molecular; traits; conjugata; analysis; resembles; 05; evidence; scales; pale; differences; trait; basis; distinct; identified; unique; fronds; stipe; possesses; southern; cpdna; ferns; china; endangered; rhizome; species; guangdong; dipteridaceae; shenzhen; chinensis; shenzhenensis; dipterisshenzhenensis,1
488,economic; change; scarce; demonstrates; response; lowest; 1985; capacity; dynamics; vegetation; declining; land; reliable; grassland; precipitation; accuracy; valuation; cultivated; positively; applied; tradeoffs; lake; potential; resources; ecosystem; regions; development; model; simulate; region; magnitude; eastern; simulated; data; modelling; climate; northwest; china; water; yield,0
489,plackett; grade; food; produced; vitro; production; fibrinogen; dissolution; thrombolytic; heparin; agro; trypsin; industrial; fibrinolytic; soybean; developed; parameters; chromatography; characterization; precipitation; microorganism; serine; degrade; antithrombotic; molecular; neurospora; sulfate; crassa; aprotinin; products; substrates; purified; fermentation; enzyme; sepharose; anticoagulant; purification; plasminogen; phenylmethanesulfonyl; protease,1
490,phase; landscape; variety; corticosteroids; aspects; adverse; management; cells; antibodies; disease; complicates; biological; characteristics; conjugated; mm; widened; progression; autologous; situations; increases; therapy; rrmm; alternatives; profiles; bcma; complexity; multiple; proteasome; chemotherapy; fundamentals; changing; immunotherapy; regimens; relapse; relapsed; immunomodulatory; refractoriness; refractory; controversies; myeloma,1
491,weight; measures; 2002; controlling; population; observations; gas; greenhouse; determinants; influencing; excessive; variables; provinces; examines; data; provincial; techniques; indirect; province; co2; price; affluence; influence; global; emission; correlations; factors; china; sustainable; emissions; effects; chinese; impact; analysis; energy; economic; impacts; environmental; ecology; econometric,0
492,allocation; predicting; occurrence; intensity; fluctuation; prediction; community; contextualized; sector; curve; occurs; lateness; identifies; booming; structure; ckc; output; focus; academic; largest; 2026; studies; transport; predicts; study; energy; 2030; sectoral; sectors; decreasing; global; peak; emission; china; peaks; agricultural; industrial; carbon; economic; analysis,0
493,low; enhanced; 30; 10; rates; 78; economic; 36; integration; flow; maximum; 06; production; applications; water; stearic; storage; performance; integrated; 24; supply; energy; material; efficiencies; 20; system; 2020; temperature; tube; collector; electric; efficiency; hp; techno; medium; solar; thermal; pcm; glass; thermodynamic,0
494,control; hierarchical; skills; idl; domain; application; processes; development; relations; hypotheses; model; article; multiple; functions; unique; understanding; acts; learning; write; spelling; written; language; dissociable; implications; communicative; disruption; disorder; read; dynamic; interdependent; occurrence; dyslexia; writing; comprehension; handwriting; hyperactivity; reading; difficulties; interactive; literacy,1
495,care; outcomes; lifestyle; precursors; critical; addresses; control; interventions; scientific; myocardial; safety; pressure; leads; mellitus; determinants; heart; pharmacological; glycemic; disease; responsible; statement; controlled; factors; clinical; therapies; prevention; health; patients; glucose; epidemic; metabolic; risk; comprehensive; adults; medications; obesity; antihyperglycemic; cardiovascular; diabetes; prediabetes,1
496,identified; policy; government; assess; identify; factors; study; promote; result; rights; reviews; growing; based; technical; cycle; hindered; rank; gather; farm; impact; investigation; economic; development; criteria; risk; method; system; implementing; distributed; risks; process; analytic; sustainable; electricity; methodology; power; energy; wind; hierarchy; management,0
497,average; performance; cost; approach; design; based; lowest; flow; study; installed; system; conditions; alternative; scheme; method; diameter; analytical; rate; sensitivity; outer; deep; combination; depth; effects; analysis; geological; parameters; energy; utilize; operation; extraction; optimal; heat; optimize; geothermal; exchangers; borehole; optimization; boreholes; utilization,0
498,sensing; developed; ais; sar; provincial; images; mapping; annual; machine; samples; statistic; feasibility; texture; census; patterns; assessment; extraction; observed; investigate; covers; impervious; incorporating; spatial; ecological; explored; accuracy; estimation; analyzed; comprehensive; monitoring; surface; synthetic; coefficient; coefficients; analyzing; anthropogenic; aperture; optical; radar; spectral,0
499,development; categories; sustainable; interaction; scientific; enhance; guidance; driving; region; preliminary; identifying; hebei; geographical; detector; detection; measured; mechanism; quantitative; haze; control; city; factor; analysis; studied; china; exploring; measure; impact; environment; cities; concentration; beijing; factors; pm2; economic; effects; impacts; tianjin; study; pollution,0
500,studies; theme; reasons; clarity; distinguishing; interrogating; agenda; avenues; social; status; selection; entities; unfold; trajectories; levels; leading; exploration; events; prospects; hypotheses; overcoming; origins; critical; generations; systems; manipulable; processes; dynamic; relationships; interactions; decades; mobility; dynamics; instability; questions; hierarchies; solutions; hierarchy; challenges; dominance,1
501,exhibited; ph; activities; lightness; ssc; contents; ascorbic; soluble; reciprocal; scavenging; weeks; flordaking; radicals; acidity; peshawar; scale; vitamin; chroma; stone; ratio; trees; juice; fruit; crop; scion; cultivated; harvested; influenced; impact; regulation; harvest; biochemical; rootstock; peach; sugars; influence; rootstocks; effects; metabolomics; peaches,1
502,variables; scientific; multiple; development; developing; view; patterns; 264; processed; explore; forms; population; policies; scenarios; studies; consideration; emission; associations; sustainable; evaluating; control; study; complexity; co2; carbon; calculated; emissions; perspective; economic; correlation; impact; china; economy; socioeconomic; chinese; cities; effects; analyze; analysis; urban,0
503,differences; conduct; closer; minimum; dual; factor; emission; economic; 2017; provincial; production; closely; reduction; multiperspective; rights; outputs; reserved; technical; dynamic; provinces; coordination; growth; approach; sustainable; static; northeastern; eastern; constraints; technology; efficient; western; environmentally; cultivated; shaanxi; china; land; frontier; productivity; efficiency; distance,0
504,nuclear; nc; 21; sequenced; loses; pcr; revised; saliva; district; trna; rcrs; cvd; buccal; risk; stages; population; 10; cells; factors; studied; tl1; mt; study; sequence; epithelial; analysis; 012920; families; heart; leu; diseases; samples; leucine; patients; cardiovascular; mutation; gene; genetic; mutations; mitochondrial,1
505,northeastern; rights; emissions; storage; data; reserved; regions; southwestern; reducing; 2013; 2019; slowing; estimation; disasters; 30; sequestration; natural; economic; 2003; region; future; greenhouse; burning; potential; 2020; china; decades; combustion; carbon; xinjiang; bamboo; predicting; growth; climate; vegetation; environment; 2050; ecosystem; forests; forest,0
506,powerful; activities; industrial; sem; loaded; chicken; drug; thermal; spectrum; irradiation; industries; ph; environmental; diffraction; spectra; oxalate; potent; tauc; electronic; bacteria; textile; electron; silver; spectroscopy; microscope; materials; shell; carmine; composite; nanocrystals; oxide; microscopy; egg; recycling; catalysts; antibacterial; photocatalytic; calcium; eggshell; nanoparticles,0
507,eigenvectors; theoretical; extensive; informed; procedure; instance; result; analyzed; incorporate; estimate; estimated; empirical; techniques; reduction; evaluated; derived; penalized; improves; mutual; inference; dimensionality; robustness; principled; linear; regression; associations; significance; modalities; estimation; incorporation; outcome; computational; adaptive; modality; outcomes; coefficients; coefficient; connectivity; generalized; regularization,1
508,public; covid; aiming; filtration; attention; methodology; sensitive; strategy1; electronegative; outbreak; peg; step; viral; insights; mini; practical; infected; environmental; detection; 19; recommended; effective; quantitative; maximize; virus; concentration; initial; mechanisms; ultrafiltration; procedure; operational; critical; levelmonitoring; wastewater; effectiveness; prefiltration; implementing; primary; epidemiology; pandemic,0
509,alter; outcome; baseline; versus; suggested; develop; isolated; irbd; rate; annually; study; parkinson; cohort; bodies; studies; prospective; outcomes; patients; evaluated; parkinsonism; polysomnography; behavior; dementia; disorder; diabetes; risk; disease; factors; sleep; disorders; metabolic; diseases; phenoconversion; hypertension; atherosclerotic; hypercholesterolemia; cardiovascular; idiopathic; synucleinopathies; neurodegenerative,1
510,fo; revealed; 27; influent; sensitivity; ro; improve; loop; concentrate; limiting; identified; scheme; recoveries; recovery; technology; production; 81; 80; solution; estimated; competitiveness; treatment; feasibility; water; fluxes; analysed; maximising; energy; combining; technologies; membrane; bioreactor; analysis; techno; regeneration; anaerobic; municipal; economic; osmosis; wastewater,0
511,activities; recommended; confirmed; government; rice; unidirectional; reason; energy; reduce; bidirectional; study; escalation; increase; capita; efficient; hypothesis; ekc; renewable; affect; growth; greenhouse; effects; manufacture; induced; impact; emission; emissions; caused; manufacturing; carbon; economic; economy; agricultural; indonesia; agriculture; causality; indonesian; cultivation; urbanization; environmental,0
512,elsevier; aerospace; consumption; emissions; conductivity; properties; ideal; thermo; improvement; cooling; stability; findings; elevated; analyzed; cycle; damaging; 6al; cryogenic; carbon; technique; analysis; equipment; thermal; economic; productivity; effectiveness; hybrid; assessment; technological; evaluated; techniques; energy; machining; machinability; perspectives; biodegradable; economical; environmental; ecological; sustainability,0
513,tropospheric; no2; covid; nitrogen; pm2; deaths; carbon; study; month; reductions; monoxide; public; societies; effects; investigated; 2019; pressure; 2020; actions; beneficial; urban; disease; metropolitan; ozone; activities; variables; quality; policies; 19; levels; lessons; epidemic; dioxide; cities; hospitals; health; pollutants; challenges; pollution; megacities,0
514,score; dataset; propensity; concept; coverage; perspective; achieving; models; greenhouse; sector; pilot; impact; methods; schemes; reductions; compensation; competent; checks; carbon; emission; outputs; sectors; trading; measures; sectorial; findings; studies; empirical; authorities; enterprises; industry; economic; china; province; provincial; industrial; emissions; analyze; competitiveness; analysis,0
515,service; water; inland; experience; development; services; decrease; caused; optimize; yuan; maximize; regional; change; 2025; values; wetland; compensation; civilization; policies; conversion; degradation; chinese; increasing; improve; grassland; woodland; china; ecological; land; region; effects; regions; province; increase; optimization; environment; environmental; ecosystem; urbanization; jiangsu,0
516,nature; highlight; time; consequential; evidence; mechanism; essential; spotlighted; science; implicate; association; pandemic; studies; treatment; subacute; varying; increasing; risk; anti; coronavirus; stroke; chronic; injury; active; targeting; causal; infections; disease; respiratory; link; clinical; timing; inflammatory; revascularization; prevention; health; vascular; brain; inflammation; cerebrovascular,1
517,addition; mechanical; observed; analysis; cw; modify; attributed; uniaxial; considerable; reinforced; reinforcement; whisker; improvement; technique; distribution; constitutive; microscale; modification; investigated; modified; flowability; flexural; properties; matrix; carbonate; experimental; microscopic; cw10; cement; compression; cementitious; microstructure; demonstrates; fiber; composites; evaluation; fibers; characteristics; calcium; hybrid,0
518,considerable; values; observed; concentrations; substantial; test; vitro; protein; viability; samples; digestion; molecule; cancer; analytical; asparagine; quantified; plasma; analyte; surrogate; method; combination; quantitative; correlation; treatment; relation; inhibit; deamidated; drugs; patients; proteins; tryptic; receptor; peptides; spectrometry; deamidation; consequences; pharmacological; biopharmaceutical; pertuzumab; trastuzumab,1
519,preventing; collecting; modeling; decision; adopt; paper; considered; attention; concept; amounts; reduction; structural; prevention; financial; studying; waste; potential; seeks; resource; makers; data; material; indirect; recycling; turkey; equation; surveys; manufacturing; performance; positive; innovation; advantage; findings; pollution; companies; evidence; effects; eco; economic; environmental,0
520,yield; resources; 10; waste; improve; recycling; improved; advancements; physical; coarse; technical; metakaolin; complex; ratio; silica; considerable; aggregate; construction; substantial; effective; denser; performance; cement; proportions; mechanical; mixes; aggregates; improving; matrix; microstructure; properties; compressive; effectiveness; ceramics; materials; material; admixtures; ceramic; mineral; concrete,0
521,ph; volume; ec; 04; composition; gain; fao; parameters; solids; vera; quality; experimental; feed; 1758; dietary; performance; culturing; levels; impact; assessment; haematological; treatments; leaf; nile; growth; linnaeus; tilapia; chemical; extract; nutritional; niloticus; salinity; supplementation; aleo; aloe; oxygen; oreochromis; aquaculture; additives; alkalinities,1
522,description; ensheathing; major; methods; article; approaches; developed; diseases; separately; investigated; loss; vastly; stage; neural; addition; decades; application; rp; embryonic; induced; stem; advances; pluripotent; mesenchymal; gene; olfactory; vision; therapy; progressing; nutritional; cell; treatment; cells; progenitor; degenerative; pigmentosa; pathophysiology; retinal; retinitis; transplantation,1
